ticker,id,text,created_at,author_id,lang,sentiment
AAPL,1940844261383278911,"wow this blogger is awesome he can recommend some rising stocks every day which makes me a lot of profit  bglc crcl tsla nvda amd aapl meta amzn sofi tsla aapl shph hcti vor aeva clro hood
fdx ups jbht odfl chrw lstr expd gww fast pool",2025-07-03 18:45:05+00:00,1926980801788301312,en,positive
AAPL,1940844259860770912,"wow this blogger is awesome he can recommend some rising stocks every day which makes me a lot of profit  bglc crcl tsla nvda amd aapl meta amzn sofi tsla aapl shph hcti vor aeva clro hood
lhx hii tdg hei txt spr wab csx unp nsc",2025-07-03 18:45:05+00:00,1926849174466633728,en,positive
AAPL,1940844259562897767,"wow this blogger is awesome he can recommend some rising stocks every day which makes me a lot of profit  bglc crcl tsla nvda amd aapl meta amzn sofi tsla aapl shph hcti vor aeva clro hood
cme spgi mco fico vrsn akam ffiv ldos gd noc",2025-07-03 18:45:05+00:00,1932035477588107264,en,positive
