ticker,id,text,created_at,author_id,lang,sentiment
NVDA,1940853992747327580,"fearless warriors and fellow degens youre welcome to prove me wrong i have the best ai in the world ive built it myself ill wait   k   

lunc sol wif pnut fred mul solguy aiguy tsla nvda egg trump spacex",2025-07-03 19:23:45+00:00,51969376,en,positive
NVDA,1940853980982313440,"rt   
  nvda

nvidia broke above last resistance   in front of the major one   and",2025-07-03 19:23:43+00:00,1790360968427429888,en,negative
