ticker,id,text,created_at,author_id,lang,sentiment
AAPL,1940853957410410927,"rt  this guy is awesome
 
everyone should follow him

pltr msft aapl  insm pgr lly  mrk gev unh",2025-07-03 19:23:37+00:00,1920997371057762307,en,positive
